11R4_CV943: ['MQ.11R4.B1', 'MB.A12R4.B1', 'MB.B12R4.B1', 'MB.C12R4.B1']
31L5_CV943: ['MQ.31L5.B1', 'MB.C31L5.B1', 'MB.B31L5.B1', 'MB.A31L5.B1']
29L5_CV947: ['MQ.30L5.B1', 'MB.C30L5.B1', 'MB.B30L5.B1', 'MB.A30L5.B1']
29L5_CV943: ['MQ.29L5.B1', 'MB.C29L5.B1', 'MB.B29L5.B1', 'MB.A29L5.B1']
27L5_CV947: ['MQ.28L5.B1', 'MB.C28L5.B1', 'MB.B28L5.B1', 'MB.A28L5.B1']
27L5_CV943: ['MQ.27L5.B1', 'MB.C27L5.B1', 'MB.B27L5.B1', 'MB.A27L5.B1']
25L5_CV947: ['MQ.26L5.B1', 'MB.C26L5.B1', 'MB.B26L5.B1', 'MB.A26L5.B1']
25L5_CV943: ['MQ.25L5.B1', 'MB.C25L5.B1', 'MB.B25L5.B1', 'MB.A25L5.B1']
23L5_CV947: ['MQ.24L5.B1', 'MB.C24L5.B1', 'MB.B24L5.B1', 'MB.A24L5.B1']
23L5_CV943: ['MQ.23L5.B1', 'MB.C23L5.B1', 'MB.B23L5.B1', 'MB.A23L5.B1']
21L5_CV947: ['MQ.22L5.B1', 'MB.C22L5.B1', 'MB.B22L5.B1', 'MB.A22L5.B1']
21L5_CV943: ['MQ.21L5.B1', 'MB.C21L5.B1', 'MB.B21L5.B1', 'MB.A21L5.B1']
19L5_CV947: ['MQ.20L5.B1', 'MB.C20L5.B1', 'MB.B20L5.B1', 'MB.A20L5.B1']
19L5_CV943: ['MQ.19L5.B1', 'MB.C19L5.B1', 'MB.B19L5.B1', 'MB.A19L5.B1']
17L5_CV947: ['MQ.18L5.B1', 'MB.C18L5.B1', 'MB.B18L5.B1', 'MB.A18L5.B1']
17L5_CV943: ['MQ.17L5.B1', 'MB.C17L5.B1', 'MB.B17L5.B1', 'MB.A17L5.B1']
15L5_CV947: ['MQ.16L5.B1', 'MB.C16L5.B1', 'MB.B16L5.B1', 'MB.A16L5.B1']
15L5_CV943: ['MQ.15L5.B1', 'MB.C15L5.B1', 'MB.B15L5.B1', 'MB.A15L5.B1']
13L5_CV947: ['MQ.14L5.B1', 'MB.C14L5.B1', 'MB.B14L5.B1', 'MB.A14L5.B1']
13L5_CV943: ['MQ.13L5.B1', 'MB.C13L5.B1', 'MB.B13L5.B1', 'MB.A13L5.B1']
11L5_CV947: ['MQ.12L5.B1', 'MB.C12L5.B1', 'MB.B12L5.B1', 'MB.A12L5.B1']
