11R6_CV943: ['MQ.11R6.B1', 'MB.A12R6.B1', 'MB.B12R6.B1', 'MB.C12R6.B1']
21L7_CV943: ['MQ.21L7.B1', 'MB.C21L7.B1', 'MB.B21L7.B1', 'MB.A21L7.B1']
19L7_CV947: ['MQ.20L7.B1', 'MB.C20L7.B1', 'MB.B20L7.B1', 'MB.A20L7.B1']
19L7_CV943: ['MQ.19L7.B1', 'MB.C19L7.B1', 'MB.B19L7.B1', 'MB.A19L7.B1']
17L7_CV947: ['MQ.18L7.B1', 'MB.C18L7.B1', 'MB.B18L7.B1', 'MB.A18L7.B1']
17L7_CV943: ['MQ.17L7.B1', 'MB.C17L7.B1', 'MB.B17L7.B1', 'MB.A17L7.B1']
15L7_CV947: ['MQ.16L7.B1', 'MB.C16L7.B1', 'MB.B16L7.B1', 'MB.A16L7.B1']
15L7_CV943: ['MQ.15L7.B1', 'MB.C15L7.B1', 'MB.B15L7.B1', 'MB.A15L7.B1']
13L7_CV947: ['MQ.14L7.B1', 'MB.C14L7.B1', 'MB.B14L7.B1', 'MB.A14L7.B1']
13L7_CV943: ['MQ.13L7.B1', 'MB.C13L7.B1', 'MB.B13L7.B1', 'MB.A13L7.B1']
11L7_CV947: ['MQ.12L7.B1', 'MB.C12L7.B1', 'MB.B12L7.B1', 'MB.A12L7.B1']
