11R5_CV943: ['MQ.11R5.B1', 'MB.A12R5.B1', 'MB.B12R5.B1', 'MB.C12R5.B1']
27L6_CV947: ['MQ.28L6.B1', 'MB.C28L6.B1', 'MB.B28L6.B1', 'MB.A28L6.B1']
27L6_CV943: ['MQ.27L6.B1', 'MB.C27L6.B1', 'MB.B27L6.B1', 'MB.A27L6.B1']
25L6_CV947: ['MQ.26L6.B1', 'MB.C26L6.B1', 'MB.B26L6.B1', 'MB.A26L6.B1']
25L6_CV943: ['MQ.25L6.B1', 'MB.C25L6.B1', 'MB.B25L6.B1', 'MB.A25L6.B1']
23L6_CV947: ['MQ.24L6.B1', 'MB.C24L6.B1', 'MB.B24L6.B1', 'MB.A24L6.B1']
23L6_CV943: ['MQ.23L6.B1', 'MB.C23L6.B1', 'MB.B23L6.B1', 'MB.A23L6.B1']
21L6_CV947: ['MQ.22L6.B1', 'MB.C22L6.B1', 'MB.B22L6.B1', 'MB.A22L6.B1']
21L6_CV943: ['MQ.21L6.B1', 'MB.C21L6.B1', 'MB.B21L6.B1', 'MB.A21L6.B1']
19L6_CV947: ['MQ.20L6.B1', 'MB.C20L6.B1', 'MB.B20L6.B1', 'MB.A20L6.B1']
19L6_CV943: ['MQ.19L6.B1', 'MB.C19L6.B1', 'MB.B19L6.B1', 'MB.A19L6.B1']
17L6_CV947: ['MQ.18L6.B1', 'MB.C18L6.B1', 'MB.B18L6.B1', 'MB.A18L6.B1']
17L6_CV943: ['MQ.17L6.B1', 'MB.C17L6.B1', 'MB.B17L6.B1', 'MB.A17L6.B1']
15L6_CV947: ['MQ.16L6.B1', 'MB.C16L6.B1', 'MB.B16L6.B1', 'MB.A16L6.B1']
15L6_CV943: ['MQ.15L6.B1', 'MB.C15L6.B1', 'MB.B15L6.B1', 'MB.A15L6.B1']
13L6_CV947: ['MQ.14L6.B1', 'MB.C14L6.B1', 'MB.B14L6.B1', 'MB.A14L6.B1']
13L6_CV943: ['MQ.13L6.B1', 'MB.C13L6.B1', 'MB.B13L6.B1', 'MB.A13L6.B1']
11L6_CV947: ['MQ.12L6.B1', 'MB.C12L6.B1', 'MB.B12L6.B1', 'MB.A12L6.B1']
