11R7_CV943: ['MQ.11R7.B1', 'MB.A12R7.B1', 'MB.B12R7.B1', 'MB.C12R7.B1']
29L8_CV947: ['MQ.30L8.B1', 'MB.C30L8.B1', 'MB.B30L8.B1', 'MB.A30L8.B1']
29L8_CV943: ['MQ.29L8.B1', 'MB.C29L8.B1', 'MB.B29L8.B1', 'MB.A29L8.B1']
27L8_CV947: ['MQ.28L8.B1', 'MB.C28L8.B1', 'MB.B28L8.B1', 'MB.A28L8.B1']
27L8_CV943: ['MQ.27L8.B1', 'MB.C27L8.B1', 'MB.B27L8.B1', 'MB.A27L8.B1']
25L8_CV947: ['MQ.26L8.B1', 'MB.C26L8.B1', 'MB.B26L8.B1', 'MB.A26L8.B1']
25L8_CV943: ['MQ.25L8.B1', 'MB.C25L8.B1', 'MB.B25L8.B1', 'MB.A25L8.B1']
23L8_CV947: ['MQ.24L8.B1', 'MB.C24L8.B1', 'MB.B24L8.B1', 'MB.A24L8.B1']
23L8_CV943: ['MQ.23L8.B1', 'MB.C23L8.B1', 'MB.B23L8.B1', 'MB.A23L8.B1']
21L8_CV947: ['MQ.22L8.B1', 'MB.C22L8.B1', 'MB.B22L8.B1', 'MB.A22L8.B1']
21L8_CV943: ['MQ.21L8.B1', 'MB.C21L8.B1', 'MB.B21L8.B1', 'MB.A21L8.B1']
19L8_CV947: ['MQ.20L8.B1', 'MB.C20L8.B1', 'MB.B20L8.B1', 'MB.A20L8.B1']
19L8_CV943: ['MQ.19L8.B1', 'MB.C19L8.B1', 'MB.B19L8.B1', 'MB.A19L8.B1']
17L8_CV947: ['MQ.18L8.B1', 'MB.C18L8.B1', 'MB.B18L8.B1', 'MB.A18L8.B1']
17L8_CV943: ['MQ.17L8.B1', 'MB.C17L8.B1', 'MB.B17L8.B1', 'MB.A17L8.B1']
15L8_CV947: ['MQ.16L8.B1', 'MB.C16L8.B1', 'MB.B16L8.B1', 'MB.A16L8.B1']
15L8_CV943: ['MQ.15L8.B1', 'MB.C15L8.B1', 'MB.B15L8.B1', 'MB.A15L8.B1']
13L8_CV947: ['MQ.14L8.B1', 'MB.C14L8.B1', 'MB.B14L8.B1', 'MB.A14L8.B1']
13L8_CV943: ['MQ.13L8.B1', 'MB.C13L8.B1', 'MB.B13L8.B1', 'MB.A13L8.B1']
11L8_CV947: ['MQ.12L8.B1', 'MB.C12L8.B1', 'MB.B12L8.B1', 'MB.A12L8.B1']
