11R8_CV943: ['MQ.11R8.B1', 'MB.A12R8.B1', 'MB.B12R8.B1', 'MB.C12R8.B1']
31R8_CV943: ['MQ.31R8.B1', 'MB.A32R8.B1', 'MB.B32R8.B1', 'MB.C32R8.B1']
33R8_CV947: ['MQ.32R8.B1', 'MB.A33R8.B1', 'MB.B33R8.B1', 'MB.C33R8.B1']
33R8_CV943: ['MQ.33R8.B1', 'MB.A34R8.B1', 'MB.B34R8.B1', 'MB.C34R8.B1']
33L1_CV947: ['MQ.34R8.B1', 'MB.C34L1.B1', 'MB.B34L1.B1', 'MB.A34L1.B1']
33L1_CV943: ['MQ.33L1.B1', 'MB.C33L1.B1', 'MB.B33L1.B1', 'MB.A33L1.B1']
31L1_CV947: ['MQ.32L1.B1', 'MB.C32L1.B1', 'MB.B32L1.B1', 'MB.A32L1.B1']
31L1_CV943: ['MQ.31L1.B1', 'MB.C31L1.B1', 'MB.B31L1.B1', 'MB.A31L1.B1']
29L1_CV947: ['MQ.30L1.B1', 'MB.C30L1.B1', 'MB.B30L1.B1', 'MB.A30L1.B1']
29L1_CV943: ['MQ.29L1.B1', 'MB.C29L1.B1', 'MB.B29L1.B1', 'MB.A29L1.B1']
27L1_CV947: ['MQ.28L1.B1', 'MB.C28L1.B1', 'MB.B28L1.B1', 'MB.A28L1.B1']
27L1_CV943: ['MQ.27L1.B1', 'MB.C27L1.B1', 'MB.B27L1.B1', 'MB.A27L1.B1']
25L1_CV947: ['MQ.26L1.B1', 'MB.C26L1.B1', 'MB.B26L1.B1', 'MB.A26L1.B1']
25L1_CV943: ['MQ.25L1.B1', 'MB.C25L1.B1', 'MB.B25L1.B1', 'MB.A25L1.B1']
23L1_CV947: ['MQ.24L1.B1', 'MB.C24L1.B1', 'MB.B24L1.B1', 'MB.A24L1.B1']
23L1_CV943: ['MQ.23L1.B1', 'MB.C23L1.B1', 'MB.B23L1.B1', 'MB.A23L1.B1']
21L1_CV947: ['MQ.22L1.B1', 'MB.C22L1.B1', 'MB.B22L1.B1', 'MB.A22L1.B1']
21L1_CV943: ['MQ.21L1.B1', 'MB.C21L1.B1', 'MB.B21L1.B1', 'MB.A21L1.B1']
19L1_CV947: ['MQ.20L1.B1', 'MB.C20L1.B1', 'MB.B20L1.B1', 'MB.A20L1.B1']
19L1_CV943: ['MQ.19L1.B1', 'MB.C19L1.B1', 'MB.B19L1.B1', 'MB.A19L1.B1']
17L1_CV947: ['MQ.18L1.B1', 'MB.C18L1.B1', 'MB.B18L1.B1', 'MB.A18L1.B1']
17L1_CV943: ['MQ.17L1.B1', 'MB.C17L1.B1', 'MB.B17L1.B1', 'MB.A17L1.B1']
15L1_CV947: ['MQ.16L1.B1', 'MB.C16L1.B1', 'MB.B16L1.B1', 'MB.A16L1.B1']
15L1_CV943: ['MQ.15L1.B1', 'MB.C15L1.B1', 'MB.B15L1.B1', 'MB.A15L1.B1']
13L1_CV947: ['MQ.14L1.B1', 'MB.C14L1.B1', 'MB.B14L1.B1', 'MB.A14L1.B1']
13L1_CV943: ['MQ.13L1.B1', 'MB.C13L1.B1', 'MB.B13L1.B1', 'MB.A13L1.B1']
11L1_CV947: ['MQ.12L1.B1', 'MB.C12L1.B1', 'MB.B12L1.B1', 'MB.A12L1.B1']
